,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,summary,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,gname,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nwound,property,propextent,propextent_txt,propvalue,scite1,scite2,dbsource,INT_LOG,INT_ANY,related
42,197002010002,1970,2,1,,0,,217,United States,1,North America,Illinois,Cairo,37.005105,-89.17626899999999,"2/1/1970: Unknown perpetrators fired shots at an Illinois State Police Car that was patrolling the all-Black Pyramid Courts housing development in Cairo, Illinois, United States.  Three bullets struck the police car of Officers Harold Nelson and John Abercrombie.  Neither officer was injured but the windshield of vehicle car was shattered.",0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Illinois State Police,Illinois State Police in the Pyramid Courts housing project,217.0,Black Nationalists,5,Firearms,4.0,Rifle/Shotgun (non-automatic),0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Shooting Inquiry at Cairo,"" The Southeast Missourian, February 2, 1970.",Hewitt Project,-9,-9,
43,197002020001,1970,2,2,,0,,217,United States,1,North America,New York,New York City,40.78306,-73.971249,"2/2/1970: An incendiary device was discovered at Mays department store in Manhattan, New York, United States.  The device was dismantled before it inflicted any damage.  The next day, two incendiary devices were discovered at other department stores in New York City.",0,0,0,7,Facility/Infrastructure Attack,1,Business,7.0,Retail/Grocery/Bakery,Mays Department Store,Mays Department Store in Manhattan,217.0,Unknown,8,Incendiary,20.0,Gasoline or Alcohol,0.0,0.0,0,,,,"""Alexander's Stores Survive 2 Bombs With No Damage,"" New York Times, February 4, 1970.","""Fire Bomb is Found in Alexander Store,"" New York Times, February 5, 1970.",Hewitt Project,-9,-9,
44,197002030001,1970,2,3,,0,,217,United States,1,North America,New York,New York City,40.844782,-73.864827,"2/3/1970: In a series of related attacks, an incendiary device was discovered and dismantled at Alexander's Department Store in the Bronx, New York, United States.",1,0,0,7,Facility/Infrastructure Attack,1,Business,7.0,Retail/Grocery/Bakery,Alexander's Department Store,Alexander's Department Store in the Bronx,217.0,Unknown,8,Incendiary,20.0,Gasoline or Alcohol,0.0,0.0,0,,,,"""Alexander's Stores Survive 2 Bombs With No Damage,"" New York Times, February 4, 1970.","""Fire Bomb is Found in Alexander Store,"" New York Times, February 5, 1970.",Hewitt Project,-9,-9,"197002030001, 197002030002"
45,197002030002,1970,2,3,,0,,217,United States,1,North America,New York,New York City,40.78306,-73.971249,"2/3/1970: In a series of related attacks, an incendiary device was ignited at Alexander's Department Store in Manhattan, New York, United States.  The device was immediately doused with water and did not cause any damage.",1,0,0,7,Facility/Infrastructure Attack,1,Business,7.0,Retail/Grocery/Bakery,Alexander's Department Store,Alexander's Department Store in Manhattan,217.0,Unknown,8,Incendiary,20.0,Gasoline or Alcohol,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Alexander's Stores Survive 2 Bombs With No Damage,"" New York Times, February 4, 1970.",Hewitt Project,-9,-9,"197002030002, 197002030001"
46,197002040001,1970,2,4,,0,,217,United States,1,North America,Ohio,Akron,41.084195,-81.514059,"2/4/1970: In an attack suspected of being connected with the Iowa Beef Packer's Strike, a dynamite bomb exploded near a parked car in Akron, Ohio, United States.  There were no casualties and the car sustained only minor damages.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,Car,,217.0,Strikers,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
47,197002060001,1970,2,6,,0,,217,United States,1,North America,Colorado,Denver,39.74001,-104.992259,"2/6/1970: Unknown anti-desegregationists detonated at least twelve dynamite bombs damaging thirty-nine vehicles, most of them school buses, in Denver, Colorado, United States.  There were no casualties.",0,1,0,3,Bombing/Explosion,19,Transportation,99.0,Bus (excluding tourists),Transportation of Denver City Schools,Denver City School Buses,217.0,Black Nationalists,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),200000.0,"Anthony Ripley, ""Denver Blasts Destroy 24 School Buses,"" New York Times, February 7, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,
48,197002060002,1970,2,6,,0,,217,United States,1,North America,Washington,Seattle,47.608758,-122.329439,"2/6/1970: Suspected White Racists detonated a bomb at the house of State Senator Fred Dore in Seattle, Washington, United States.  There were no casualties, but the house sustained major damages.  Dore was a White sympathizer of African American causes.",0,1,0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,White politician who represented a Black constituency,Fred Dore,217.0,White extremists,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),1000.0,"Earl Caldwell, ""Fear Grows in Seattle as Police Urge F.B.I. Help on Bombings,"" New York Times, April 26, 1970.","Steven V. Roberts, ""Bombings on Rise Over the Nation,"" New York Times, March 13, 1970.",Hewitt Project,-9,-9,
49,197002060003,1970,2,6,,0,,217,United States,1,North America,Washington,Seattle,47.603559999999995,-122.329439,"2/6/1970: Unknown perpetrators detonated a bomb at a synagogue in Seattle, Washington, United States.  There were no casualties but the building as well as surrounding residences sustained minor damage.   During this time period, there were numerous bombings in the Seattle area.",0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Jewish Synagogue,,217.0,White extremists,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
50,197002060004,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Dorado,18.460791,-66.264884,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a Selective Service office in Dorado, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,0,7,Facility/Infrastructure Attack,2,Government (General),21.0,Government Building/Facility/Office,Selective Service,Selective Service office in Dorado Puerto Rico,217.0,Armed Revolutionary Independence Movement (MIRA),8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,-9,4.0,Unknown,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",Hewitt Project,0,1,"197002060004, 197002060005, 197002060006"
51,197002060005,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Rio Piedras,18.399712,-66.049987,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a General Electric facility in Rio Piedras, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,0,7,Facility/Infrastructure Attack,21,Utilities,107.0,Electricity,General Electric,,217.0,Armed Revolutionary Independence Movement (MIRA),8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,-9,4.0,Unknown,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",Hewitt Project,0,1,"197002060005, 197002060004, 197002060006"
52,197002060006,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Carolina,18.441963,-66.02631600000001,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at Hotel San Juan in Carolina, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,0,7,Facility/Infrastructure Attack,1,Business,8.0,Hotel/Resort,Hotel,San Juan Hotel,163.0,Armed Revolutionary Independence Movement (MIRA),8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,-9,4.0,Unknown,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",Hewitt Project,0,1,"197002060006, 197002060004, 197002060005"
53,197002060007,1970,2,6,"February 6-9, 1970",0,,217,United States,1,North America,Massachusetts,Boston,42.3505,-71.105399,"2/6/1970: Unknown perpetrators firebombed an R.O.T.C. office at Boston University in Boston, Massachusetts, United States.  There were no casualties but the resulting fire damaged the office.",0,1,0,7,Facility/Infrastructure Attack,4,Military,28.0,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. office, Boston University",217.0,Student Radicals,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,
54,197002070003,1970,2,7,,0,,217,United States,1,North America,Wisconsin,Whitewater,42.838355,-88.743224,"2/7/1970: Unknown perpetrators set a fire in Old Mail Hall at Wisconsin State College in Whitewater, Wisconsin, United States.  There were no casualties but the building sustained an estimated $1,000,000 in damages.",0,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49.0,School/University/Educational Building,Wisconsin State College,"Old Mail Hall, Wisconsin State College",217.0,Student Radicals,8,Incendiary,18.0,Arson/Fire,0.0,0.0,1,2.0,Major (likely > $1 million but < $1 billion),1000000.0,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,
55,197002080001,1970,2,8,,0,,217,United States,1,North America,New York,New York City,40.751212,-73.903649,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Queens, New York, United States.  There were no casualties but the building sustains minor damages.",1,1,0,3,Bombing/Explosion,1,Business,4.0,Multinational Corporation,General Electric,Queens General Electric Service Center,217.0,Armed Revolutionary Independence Movement (MIRA),6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,1,3.0,Minor (likely < $1 million),,"""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",Hewitt Project,0,1,"197002080001, 197002080002, 197002090003"
56,197002080002,1970,2,8,,0,,217,United States,1,North America,New York,New York City,40.678178,-73.944158,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Brooklyn, New York, United States.  There are no casualties but the building sustains minor damages.",1,1,0,3,Bombing/Explosion,1,Business,4.0,Multinational Corporation,General Electric,Brooklyn General Electric Service Center,217.0,Armed Revolutionary Independence Movement (MIRA),6,Explosives/Bombs/Dynamite,17.0,Other Explosive Type,0.0,0.0,1,3.0,Minor (likely < $1 million),,"""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",Hewitt Project,0,1,"197002080002, 197002080001, 197002090003"
57,197002090003,1970,2,9,,0,,217,United States,1,North America,New York,New York City,40.78306,-73.971249,"2/9/1970: In a series of related events, a member of the Armed Revolutionary Independence Movement (MIRA) was suspected of placing a bomb at the General Electric Headquarters in Manhattan, New York, United States.   The bomb was discovered and subsequently removed.",1,0,0,3,Bombing/Explosion,1,Business,4.0,Multinational Corporation,General Electric,General Electric Headquarters,217.0,Armed Revolutionary Independence Movement (MIRA),6,Explosives/Bombs/Dynamite,17.0,Other Explosive Type,0.0,0.0,0,,,,"""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",Hewitt Project,0,1,"197002090003, 197002080001, 197002080002"
58,197002090004,1970,2,9,,0,,217,United States,1,North America,Ohio,Batavia,39.078590000000005,-84.17941400000001,"2/9/1970: Unknown perpetrators in Batavia, Ohio, United States, bombed two cars belonging to Leslie Jewel, an employee of General Electric that was not part of the union.  The automobiles were damaged, but there were no casualties.  There had been a recent labor strike at the nearby General Electric Evendale plant.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,68.0,Named Civilian,Nonunion employee of General Electric in Batavia Ohio,Leslie Jewel,217.0,Strikers,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"""New York GE Offices Damaged by 2 Bombs,"" The Milwaukee Journal, February 9, 1970.","""GE Empolye's Cars Blown Up by Dynamite,"" Hartford Courant, February 10, 1970.",Hewitt Project,-9,-9,
59,197002100001,1970,2,10,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,,0,1,0,2,Armed Assault,6,Airports & Aircraft,44.0,Airport,,El Al Passenger Bus & Airport Lounge,97.0,Popular Front for the Liberation of Palestine (PFLP),5,Firearms,2.0,Automatic Weapon,1.0,,1,3.0,Minor (likely < $1 million),60000.0,,,PGIS,0,1,
60,197002110001,1970,2,11,"February 11-14, 1970",0,,217,United States,1,North America,Michigan,Ypsilanti,42.263414000000004,-83.66528100000001,"2/11/1970: Unknown perpetrators threw a firebomb into a building at Washtenaw Community College in Ypsilanti, Michigan, United States.  There were no casualties, but the buildings sustained an estimated $2,500 in damages.",0,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49.0,School/University/Educational Building,Washtenaw Community College,,217.0,Student Radicals,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),2500.0,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,
61,197002130001,1970,2,13,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.27053899999999,,0,1,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Berkeley Police Department,Police parking lot,217.0,Unknown,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,7.0,1,3.0,Minor (likely < $1 million),8000.0,,,PGIS,-9,-9,
62,197002130002,1970,2,13,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,76.0,House/Apartment/Residence,,Jewish Old People's Home,75.0,Popular Front for the Liberation of Palestine (PFLP),8,Incendiary,,,7.0,9.0,1,3.0,Minor (likely < $1 million),60000.0,,,PGIS,0,1,
63,197002130003,1970,2,13,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.27053899999999,"2/13/1970: Unknown perpetrators detonated two dynamite bombs in the parking lot of the Berkeley Police Station in California, United States, during a shift change.  Seven police officers were injured, three cars were destroyed, and windows were shattered at nearby buildings.",0,1,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,Berkeley Police Station,217.0,Black Nationalists,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,7.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Bombs Injure 2 Policemen in Berkeley,"" Washington Post, February 14, 1970.",Hewitt Project,-9,-9,
64,197002150001,1970,2,15,,0,,217,United States,1,North America,New York,New York City,40.78306,-73.971249,"7/15/1970: Unknown perpetrators bombed the Chase Manhattan Bank in Manhattan, New York, United States.  There were no casualties, however, the glass doors of the building and windows were shattered.",0,1,0,3,Bombing/Explosion,1,Business,3.0,Bank/Commerce,Chase Manhattan Bank,"Chase Manhattan Bank, East Village Branch",217.0,Left-Wing Militants,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,1,3.0,Minor (likely < $1 million),,"""Door of Chase Bank Is Damaged By Bomb,"" New York Times, July 15, 1970.","""Bank Blasted,"" The Montreal Gazette, July 16, 1970.",Hewitt Project,-9,-9,
65,197002150002,1970,2,15,,0,,217,United States,1,North America,Oregon,Eugene,44.04483,-123.07260600000001,"2/15/1970: Unknown perpetrators set fire to a building housing an R.O.T.C. storage area at the University of Oregon in Eugene, Oregon, United States.  One fireman was injured fighting the blaze and the men's physical education building sustained an estimated $350,000 in damages.  The incident took place a week after the university voted to retain the R.O.T.C. program.",0,1,0,7,Facility/Infrastructure Attack,4,Military,28.0,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. storage area, University of Oregon",217.0,Student Radicals,8,Incendiary,18.0,Arson/Fire,0.0,1.0,1,3.0,Minor (likely < $1 million),350000.0,"Mike Stahlberg, ""Clues Sought for Cause of UO Fire,"" Eugene Register-Guard, February 17, 1970.","""Students Impede Firemen; R.O.T.C. Offices in Ruins,"" The Milwaukee Journal, February 17, 1970.",Hewitt Project,-9,-9,
66,197002160001,1970,2,16,,0,,217,United States,1,North America,California,San Francisco,37.777125,-122.41964399999999,,1,1,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",San Francisco Police Department,police station,217.0,Unknown,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,1.0,0.0,1,3.0,Minor (likely < $1 million),3000.0,,,PGIS,-9,-9,"197002160001, 197002160004"
67,197002160002,1970,2,16,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.27053899999999,,1,1,0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,,department store,217.0,Unknown,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,0,3.0,Minor (likely < $1 million),0.0,,,PGIS,-9,-9,"197002160002, 197002160003"
68,197002160003,1970,2,16,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.27053899999999,,1,1,0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,,department store,217.0,Unknown,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,0,3.0,Minor (likely < $1 million),0.0,,,PGIS,-9,-9,"197002160003, 197002160002"
69,197002160004,1970,2,16,,0,,217,United States,1,North America,California,San Francisco,37.775471,-122.40371699999999,"2/16/1970: Four hours after a San Francisco Police Station was bombed in California, United States, a sniper took aim at three police officers.  However, police fired at the sniper before he could get a shot off.  The sniper and a companion fled the scene before being apprehended.",1,0,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,San Francisco Police Department,San Francisco Police Officers,217.0,Left-Wing Militants,5,Firearms,4.0,Rifle/Shotgun (non-automatic),0.0,0.0,0,,,,"""San Francisco Bomb Injured 7 Policemen,"" Washington Post, February 18, 1970.",,Hewitt Project,-9,-9,"197002160004, 197002160001"
70,197002170001,1970,2,17,,0,,217,United States,1,North America,California,Oakland,37.805065,-122.27302399999999,"2/17/1970: A day after bombings in San Francisco and Berkeley, twenty-four sticks of dynamite were discovered at Walter Boysen Paint Company in Oakland, California, United States.  The bombs never detonated.",0,0,0,3,Bombing/Explosion,1,Business,12.0,Construction,,Walter Boysen Paint Company,217.0,Unknown,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""San Francisco Bomb Injured 7 Policemen,"" Washington Post, February 18, 1970.",Hewitt Project,-9,-9,
71,197002170002,1970,2,17,,0,,217,United States,1,North America,Maryland,Buckeystown,39.334825,-77.431653,"2/17/1970: Unknown perpetrators bombed a power pole in Buckeystown, Maryland, United States.  There were no casualties, however, as a result of the bombing, five-hundred homes and two industrial facilities lost power.  Windows were also shattered in buildings a quarter of a mile a way.",0,1,0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,Power Pole,Power supply of the Frederick Maryland area,217.0,Unknown,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
72,197002170003,1970,2,17,,0,,217,United States,1,North America,Louisiana,Covington,30.493919,-90.132512,"2/17/1970: Unknown perpetrators detonated a bomb at Covington High School in Louisiana, United States.  There were no casualties but the building sustained minor damages.  The bombing took place six months before the school was integrated.",0,1,0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,School planned to be integrated,Covington High School,217.0,White extremists,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
73,197002170004,1970,2,17,"February 16-17, 1970",0,,217,United States,1,North America,Washington,Seattle,47.655335,-122.30351999999999,"2/17/1970: Unknown perpetrators placed a gasoline bomb underneath the Armory at the University of Washington in Seattle, United States.  The bomb did not explode and was later discovered and removed.",0,0,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Armory,"Armory, University of Washington",217.0,Student Radicals,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
74,197002180002,1970,2,18,,0,,217,United States,1,North America,Ohio,Cleveland,41.504365,-81.69045899999999,"2/18/1970: Amidst a period racial strife at Cuyahoga Community College in Cleveland, Ohio, United States, unknown perpetrators detonated a bomb that damaged a car of a police officer working as a security guard.",0,1,0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Cuyahoga Community College security guard,,217.0,Black Nationalists,6,Explosives/Bombs/Dynamite,17.0,Other Explosive Type,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Robert W. Peterson, ""Crime & the American Response,"" Facts on File, 1973.",Hewitt Project,-9,-9,
75,197002180003,1970,2,18,,0,,217,United States,1,North America,California,Vallejo,38.10083,-122.254954,"2/18/1970: Booby trapped handgrenades were discovered wired to a car in the parking lot of the Vallejo Police Department in California, United States.  The device was deactivated.",0,1,0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Mission Vallejo Police Officers,,217.0,Black Nationalists,6,Explosives/Bombs/Dynamite,15.0,Vehicle,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
76,197002200001,1970,2,20,,0,,217,United States,1,North America,Connecticut,Hartford,41.763325,-72.67406899999999,"2/20/1970: Unknown perpetrators threw a Molotov cocktail at a Federal Building that housed a United States Courthouse in Hartford, Connecticut, United States.  There were no casualties but the building sustained an estimated $450 in damages.",0,1,0,7,Facility/Infrastructure Attack,2,Government (General),14.0,Judge/Attorney/Court,U.S. Courthouse,United States District Court of Connecticut,217.0,Left-Wing Militants,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),450.0,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
77,197002200002,1970,2,20,,0,,217,United States,1,North America,New York,New York City,40.807026,-73.960349,"2/20/1970: Unknown perpetrators ignited a firebomb at the Columbia University International Law Library in Manhattan, New York, United States.  There were no casualties but the building sustained slight damages.",0,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49.0,School/University/Educational Building,Columbia University,Columbia University International Law Library,217.0,Student Radicals,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Emanuel Perlmutter, ""Justice Murtagh's Home Target of 3 Fire Bombs,"" New York Times, February 22, 1970.",Hewitt Project,-9,-9,
78,197002200003,1970,2,20,,0,,217,United States,1,North America,Washington,Seattle,47.655335,-122.30351999999999,"2/20/1970: Unknown perpetrators placed two dynamite bombs at the construction site of the School of Architecture at the University of Washington in Seattle, Washington, United States.  Only one of the two bombs exploded causing little damage.  There were no casualties.",0,1,0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,University of Washington,"Construction site of Architecture School, University of Washington",217.0,Student Radicals,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Dave Dellinger, ""More Power Than We Know: The People's Movement Toward Democracy,"" Anchor Press/Doubleday, 1975.",Hewitt Project,-9,-9,
79,197002210001,1970,2,21,,0,,362,West Germany (FRG),8,Western Europe,Hesse,Frankfurt,50.111445,8.680615,,0,1,0,3,Bombing/Explosion,6,Airports & Aircraft,42.0,Aircraft (not at an airport),,Austrian Airliner en route to Tel Aviv,15.0,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",6,Explosives/Bombs/Dynamite,10.0,Pressure Trigger,0.0,0.0,1,3.0,Minor (likely < $1 million),100000.0,,,PGIS,1,1,
80,197002210002,1970,2,21,,0,,199,Switzerland,8,Western Europe,Zurich,Zurich,47.36865,8.539182,,0,1,0,3,Bombing/Explosion,6,Airports & Aircraft,42.0,Aircraft (not at an airport),,Swiss Air DC-9,199.0,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,47.0,0.0,1,2.0,Major (likely > $1 million but < $1 billion),3000000.0,,,PGIS,1,1,
81,197002210003,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.733571999999995,-74.002742,"2/21/1970: Unknown perpetrators threw a firebomb at a police car in front of the Charles Street Police Station in Greenwich, New York, United States.  Another bomb was thrown to the pavement  seventy-five feet away.  The attacks caused no damages or casualties.",0,0,0,7,Facility/Infrastructure Attack,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,Charles Street Police Station,217.0,Left-Wing Militants,8,Incendiary,20.0,Gasoline or Alcohol,0.0,0.0,0,,,,"Emanuel Perlmutter, ""Justice Murtagh's Home Target of 3 Fire Bombs,"" New York Times, February 22, 1970.","""Bombs Are Exploded at Home of N.Y. Panther Trial Judge,"" New York Times, February 21, 1970.",Hewitt Project,-9,-9,
